Time(s),d_Torque(Nm),a_Torque(Nm),Velocity(rad/s),Position(rad),Desired_Position(rad),Power(W)
0.276775,0,0.421875,0.359952,0.108849,0.118974,1.31506
0.27773,0,0.414062,0.421298,0.109248,0.119368,1.51068
0.278734,0,0.398438,0.475426,0.109691,0.119782,1.64044
0.279727,0,0.445312,0.248087,0.110045,0.120191,0.956726
0.280735,0,0.492188,0.413178,0.110488,0.120606,1.76111
0.281813,0,0.378906,0.377995,0.11093,0.121049,1.24033
0.282799,0,0.296875,0.335595,0.111373,0.121455,0.862793
0.284007,0,0.390625,0.516924,0.111905,0.121952,1.74866
0.284848,0,0.398438,0.341008,0.112259,0.122297,1.17664
0.285876,0,0.445312,0.417689,0.112613,0.122719,1.61078
0.286797,0,0.398438,0.465502,0.113012,0.123097,1.6062
0.287818,0,0.355469,0.357246,0.11341,0.123516,1.09973
0.288808,0,0.351562,0.391527,0.113809,0.123922,1.19202
0.289786,0,0.402344,0.446557,0.114207,0.124324,1.55594
0.290784,0,0.371094,0.259815,0.114562,0.124732,0.834961
0.29175,0,0.445312,0.416787,0.11496,0.125128,1.6073
0.292778,0,0.4375,0.351833,0.115359,0.125549,1.33301
0.293846,0,0.417969,0.368974,0.115802,0.125986,1.33554
0.294808,0,0.386719,0.367169,0.1162,0.126379,1.22964
0.29576,0,0.425781,0.530456,0.116599,0.126769,1.95593
0.296757,0,0.4375,0.520533,0.116997,0.127176,1.97217
0.297782,0,0.425781,0.301314,0.117352,0.127595,1.11102
0.29875,0,0.425781,0.470915,0.117794,0.12799,1.73639
0.299758,0,0.503906,0.596312,0.118237,0.128401,2.6022
0.30082,0,0.359375,0.387919,0.118636,0.128834,1.20728
0.301855,0,0.476562,0.362659,0.119034,0.129256,1.4967
0.302779,0,0.402344,0.475426,0.119433,0.129632,1.65652
0.303761,0,0.417969,0.297705,0.119743,0.130032,1.07758
0.304743,0,0.464844,0.435732,0.120186,0.130432,1.75406
0.305744,0,0.4375,0.381604,0.12054,0.130839,1.4458
0.306756,0,0.449219,0.467307,0.120939,0.13125,1.81793
0.307772,0,0.425781,0.54489,0.121337,0.131663,2.00916
0.308736,0,0.496094,0.357246,0.121736,0.132055,1.53479
0.309732,0,0.429688,0.380702,0.12209,0.132459,1.41663
0.310759,0,0.425781,0.531358,0.122533,0.132876,1.95926
0.311764,0,0.421875,0.453775,0.122931,0.133284,1.65784
0.312736,0,0.414062,0.350931,0.12333,0.133677,1.25836
0.313732,0,0.386719,0.490762,0.123773,0.134081,1.64355
